USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
kirill      2303  0.3  4.7 1215317104 382004 ?   Sl   13:18   0:43 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1728472608716957 --launch-time-ticks=100005043 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
kirill      3860  0.0  0.1 462844  9176 ?        Sl   13:30   0:00 /usr/libexec/gvfsd-network --spawner :1.28 /org/gtk/gvfs/exec_spaw/1
kirill      3877  0.0  0.1 390912  9312 ?        Sl   13:30   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.28 /org/gtk/gvfs/exec_spaw/3
root        3970  0.0  0.0      0     0 ?        I    13:32   0:04 [kworker/7:0-i915-unordered]
root        3999  0.4  0.0      0     0 ?        I    13:32   0:45 [kworker/6:0-events]
root        4427  0.0  0.0      0     0 ?        I    13:40   0:03 [kworker/3:0-i915-unordered]
root        4602  0.0  0.0      0     0 ?        I    13:46   0:00 [kworker/4:1-mm_percpu_wq]
root        4603  0.0  0.0      0     0 ?        I    13:46   0:04 [kworker/1:1-i915-unordered]
root        4708  0.0  0.0      0     0 ?        I    13:50   0:03 [kworker/5:3-i915-unordered]
root        4734  0.0  0.0      0     0 ?        S    13:50   0:00 [irq/135-mei_me]
root        4748  0.0  0.0      0     0 ?        I    13:50   0:04 [kworker/0:3-events]
root        4789  0.0  0.0 102120  5248 ?        Ssl  13:50   0:00 zed -F
kirill      4932  0.0  0.5 546436 45564 ?        Ssl  13:51   0:00 /usr/libexec/gnome-terminal-server
root        4942  0.0  0.5 478712 40196 ?        Ssl  13:51   0:00 /usr/libexec/fwupd/fwupd
kirill      4954  9.4 30.9 10438800 2468612 pts/0 SLsl+ 13:51  14:20 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/bin/java -classpath /home/kirill/Programs/pycharm-community-2024.2.3/lib/platform-loader.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/util-8.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/util.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/app-client.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/util_rt.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/opentelemetry.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/app.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/lib-client.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/stats.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/jps-model.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/external-system-rt.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/rd.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/bouncy-castle.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/protobuf.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/forms_rt.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/lib.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/externalProcess-rt.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/groovy.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/annotations.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/jsch-agent.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/junit4.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/nio-fs.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/trove.jar -XX:ErrorFile=/home/kirill/java_error_in_pycharm_%p.log -XX:HeapDumpPath=/home/kirill/java_error_in_pycharm_.hprof -Xms256m -Xmx1500m -XX:+HeapDumpOnOutOfMemoryError -XX:-OmitStackTraceInFastThrow -XX:+IgnoreUnrecognizedVMOptions -ea -Dsun.io.useCanonCaches=false -Dsun.java2d.metal=true -Djbr.catch.SIGABRT=true -Djdk.http.auth.tunneling.disabledSchemes="" -Djdk.attach.allowAttachSelf=true -Djdk.module.illegalAccess.silent=true -Dkotlinx.coroutines.debug=off -XX:CICompilerCount=2 -XX:ReservedCodeCacheSize=512m -XX:+UnlockDiagnosticVMOptions -XX:TieredOldPercentage=100000 -Dsun.tools.attach.tmp.only=true -Dawt.lock.fair=true -Xmx2048m -Djb.vmOptionsFile=/home/kirill/.config/JetBrains/PyCharmCE2024.2/pycharm64.vmoptions -Djava.system.class.loader=com.intellij.util.lang.PathClassLoader -Didea.vendor.name=JetBrains -Didea.paths.selector=PyCharmCE2024.2 -Djna.boot.library.path=/home/kirill/Programs/pycharm-community-2024.2.3/lib/jna/amd64 -Dpty4j.preferred.native.folder=/home/kirill/Programs/pycharm-community-2024.2.3/lib/pty4j -Djna.nosys=true -Djna.noclasspath=true -Dintellij.platform.runtime.repository.path=/home/kirill/Programs/pycharm-community-2024.2.3/modules/module-descriptors.jar -Didea.platform.prefix=PyCharmCore -Dsplash=true -Daether.connector.resumeDownloads=false --add-opens=java.base/java.io=ALL-UNNAMED --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.ref=ALL-UNNAMED --add-opens=java.base/java.lang.reflect=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.nio=ALL-UNNAMED --add-opens=java.base/java.nio.charset=ALL-UNNAMED --add-opens=java.base/java.text=ALL-UNNAMED --add-opens=java.base/java.time=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.base/java.util.concurrent=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.locks=ALL-UNNAMED --add-opens=java.base/jdk.internal.vm=ALL-UNNAMED --add-opens=java.base/sun.net.dns=ALL-UNNAMED --add-opens=java.base/sun.nio.ch=ALL-UNNAMED --add-opens=java.base/sun.nio.fs=ALL-UNNAMED --add-opens=java.base/sun.security.ssl=ALL-UNNAMED --add-opens=java.base/sun.security.util=ALL-UNNAMED --add-opens=java.desktop/com.sun.java.swing=ALL-UNNAMED --add-opens=java.desktop/com.sun.java.swing.plaf.gtk=ALL-UNNAMED --add-opens=java.desktop/java.awt=ALL-UNNAMED --add-opens=java.desktop/java.awt.dnd.peer=ALL-UNNAMED --add-opens=java.desktop/java.awt.event=ALL-UNNAMED --add-opens=java.desktop/java.awt.font=ALL-UNNAMED --add-opens=java.desktop/java.awt.image=ALL-UNNAMED --add-opens=java.desktop/java.awt.peer=ALL-UNNAMED --add-opens=java.desktop/javax.swing=ALL-UNNAMED --add-opens=java.desktop/javax.swing.plaf.basic=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text=ALL-UNNAMED --add-opens=java.desktop/javax.swing.text.html=ALL-UNNAMED --add-opens=java.desktop/sun.awt=ALL-UNNAMED --add-opens=java.desktop/sun.awt.X11=ALL-UNNAMED --add-opens=java.desktop/sun.awt.datatransfer=ALL-UNNAMED --add-opens=java.desktop/sun.awt.image=ALL-UNNAMED --add-opens=java.desktop/sun.font=ALL-UNNAMED --add-opens=java.desktop/sun.java2d=ALL-UNNAMED --add-opens=java.desktop/sun.swing=ALL-UNNAMED --add-opens=java.management/sun.management=ALL-UNNAMED --add-opens=jdk.attach/sun.tools.attach=ALL-UNNAMED --add-opens=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED --add-opens=jdk.internal.jvmstat/sun.jvmstat.monitor=ALL-UNNAMED --add-opens=jdk.jdi/com.sun.tools.jdi=ALL-UNNAMED -Xbootclasspath/a:/home/kirill/Programs/pycharm-community-2024.2.3/lib/nio-fs.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/nio-fs.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/nio-fs.jar:/home/kirill/Programs/pycharm-community-2024.2.3/lib/nio-fs.jar com.intellij.idea.Main
kirill      5040  0.0  0.0   3936  2304 pts/0    S+   13:51   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/bin/fsnotifier
kirill      5275  0.0  1.0 34009476 82560 ?      Sl   13:51   0:01 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
kirill      5325 29.3  4.9 1218651292 394440 ?   Rl   13:52  44:21 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1728472608716957 --launch-time-ticks=1989661908 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
kirill      5498  0.3  2.6 1213631836 213136 ?   Sl   13:59   0:33 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1728472608716957 --launch-time-ticks=2425466912 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
kirill      5673  0.0  0.0  12132  6144 pts/2    Ss   14:12   0:00 /bin/bash --rcfile /home/kirill/Programs/pycharm-community-2024.2.3/plugins/terminal/shell-integrations/bash/bash-integration.bash -i
kirill      5683  0.0  2.1 1213585916 175308 ?   Sl   14:12   0:03 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1728472608716957 --launch-time-ticks=3198105206 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
kirill      5920  0.0  0.1 320420  9600 ?        Sl   14:15   0:00 /usr/libexec/gvfsd-http --spawner :1.28 /org/gtk/gvfs/exec_spaw/26
root        5994  0.0  0.0      0     0 ?        I    14:15   0:02 [kworker/2:0-i915-unordered]
root        6355  0.1  0.0      0     0 ?        I<   14:42   0:10 [kworker/u17:2-i915_flip]
root        6366  1.0  0.0      0     0 ?        I    14:51   0:58 [kworker/6:1-i915-unordered]
root        6374  0.0  0.0      0     0 ?        I    14:51   0:00 [kworker/5:1]
root        6831  0.0  0.0      0     0 ?        I    15:30   0:00 [kworker/7:1]
kirill      7007  0.0  0.8 1211903248 70528 ?    Sl   15:30   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2095 --enable-crash-reporter=a11b8cf9-d3b1-401d-80e1-b00d42e0cbb5, --no-subproc-heap-profiling --change-stack-guard-on-fork=enable --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=39 --time-ticks-at-unix-epoch=-1728472608716957 --launch-time-ticks=7841603201 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,13027975223686283145,3836661190528014272,262144 --variations-seed-version=20241008-180117.502000
root        7058  0.0  0.0      0     0 ?        I    15:30   0:00 [kworker/3:1-events]
root        7713  0.0  0.0      0     0 ?        I    15:32   0:00 [kworker/u16:4-events_unbound]
root        7721  0.0  0.0      0     0 ?        I    15:35   0:00 [kworker/0:0]
root        7730  0.0  0.0      0     0 ?        I    15:36   0:00 [kworker/1:0]
root        7734  0.0  0.0      0     0 ?        I    15:40   0:00 [kworker/u16:1-events_power_efficient]
root        7896  0.0  0.0      0     0 ?        I    15:51   0:00 [kworker/2:2]
root        7906  0.0  0.0      0     0 ?        I    15:57   0:00 [kworker/u16:2-flush-259:0]
root        8147  0.0  0.0      0     0 ?        I<   16:14   0:00 [kworker/u17:1]
kirill      8335  0.1  0.7 344300 57728 pts/0    S+   16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=zygote --no-zygote-sandbox --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --log-file=/home/kirill/jcef_4954.log
kirill      8336  0.1  0.7 344288 58368 pts/0    S+   16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=zygote --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --log-file=/home/kirill/jcef_4954.log
kirill      8341  0.0  0.1 344312 14988 pts/0    S+   16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=zygote --disable-in-process-stack-traces --force-device-scale-factor=1.0 --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --log-file=/home/kirill/jcef_4954.log
kirill      8355  0.6  1.4 1828728 113228 pts/0  Sl+  16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=gpu-process --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --gpu-preferences=WAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --disable-in-process-stack-traces --log-file=/home/kirill/jcef_4954.log --shared-files --field-trial-handle=0,i,15317517750878251904,7829417543597303175,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
kirill      8365  0.0  0.4 640012 38156 pts/0    Sl+  16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --disable-in-process-stack-traces --log-file=/home/kirill/jcef_4954.log --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15317517750878251904,7829417543597303175,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
kirill      8371  0.2  0.9 937604 78208 pts/0    Sl+  16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --lang=en-US --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --disable-in-process-stack-traces --log-file=/home/kirill/jcef_4954.log --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15317517750878251904,7829417543597303175,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
kirill      8387  1.3  1.4 50001020 113004 pts/0 Sl+  16:22   0:00 /home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/jcef_helper --type=renderer --locales-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib/locales --log-severity=disable --resources-dir-path=/home/kirill/Programs/pycharm-community-2024.2.3/jbr/lib --user-data-dir=/home/kirill/.cache/JetBrains/PyCharmCE2024.2/jcef_cache --disable-in-process-stack-traces --autoplay-policy=no-user-gesture-required --force-device-scale-factor=1.0 --log-file=/home/kirill/jcef_4954.log --disable-gpu-compositing --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1728472774482140 --launch-time-ticks=10983793382 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,15317517750878251904,7829417543597303175,262144 --disable-features=SpareRendererForSitePerProcess --variations-seed-version
kirill      8422  0.0  0.0  14120  4736 pts/2    R+   16:23   0:00 ps aux
